8.7154,0.1528
8.7668,0.2203
8.8104,0.3222
8.8471,0.4574
8.9661,0.6886
9.0242,1.0553
9.0696,1.3885
9.1887,2.0385
9.2145,2.9831
9.325,4.2719
9.349,6.3701
9.4881,11.8951
9.5108,19.0255
9.5815,27.772
9.6392,36.7004
9.6841,52.8127
9.7,81.5122
9.75,100.2093
9.8193,128.2691
9.9789,155.1366
10.3264,112.9702
10.3914,95.4441
10.4247,79.05
10.5927,68.0251
10.8116,49.1098
10.9383,59.4557
11.0605,137.2854
11.2692,119.3681
11.3412,101.2353
11.5944,88.7521
11.65,75.776
11.834,64.5898
12.5003,57.794
14.9161,57.8644
15.8358,52.4717
17.2513,44.3558
18.8383,36.9287
20.0306,32.6559
20.8115,28.2841
21.6923,23.7484
22.5655,19.566
23.6185,16.8914
24.637,14.1944
25.5617,12.0076
27.7851,9.3632
30.4771,6.4772
32.6144,4.9395
34.7977,3.7045
36.3311,2.9805
38.758,2.148
41.8012,1.4256
44.9432,1.0045
48.0733,0.6961
50.6836,0.491
54.572,0.2903
57.0979,0.2093
60.3861,0.1458
63.03,0.1063
