6,0.2
6.5,0.2
7,0.3
7.5,0.6
8,1.1
8.5,2
9,3.9
9.5,7.8
10,14
10.5,21
11,34
11.5,44
12,54
12.5,61
13,67
13.5,73
14,77
14.5,81
15,85
16.25,89
17.5,90
18.75,88
20,86
22.5,80
25,74
30,72
35,72
40,72
45,72
50,72
125,72
250,72
