6,0.1
6.5,0.2
7,0.4
7.5,0.7
8,1.3
8.5,2.3
9,4.2
9.5,7.6
10,10
10.5,14
11,17
11.5,20
12,23
12.5,24
13,24
13.5,24
14,23
14.5,22
15,21
16.25,18
17.5,16
18.75,14
20,12
22.5,9.7
25,8.2
30,7.4
35,7.3
40,7.3
45,7.3
50,7.3
125,7.3
250,7.3
