5.5,1.2
6,2.3
6.5,3.8
7,6.7
7.5,12
8,22
8.5,39
9,69
9.5,115
10,156
10.5,186
11,204
11.5,219
12,228
12.5,225
13,210
13.5,190
14,171
14.5,156
15,144
15.5,138
16,136
16.5,134
17,132
17.5,131
18.75,130
20,129
21.25,129
22.5,128
23.75,128
25,127
27.5,127
30,126
32.5,126
35,126
37.5,126
40,124
45,124
50,123
62.5,121
75,118
100,111
125,105
150,99
175,94
200,90
250,88
