2.3947,0.4164
2.4053,0.5203
2.4131,0.6634
2.4233,0.9173
2.4253,1.1247
2.436,1.4071
2.4496,1.8088
2.4662,2.3998
2.4768,3.4314
2.4815,4.0609
2.4902,6.162
2.5054,7.0574
2.5236,7.9088
2.5411,8.7687
2.5754,9.9748
2.5938,11.3249
2.6213,12.5673
2.6402,14.3039
2.6665,16.0541
2.6958,20.3367
2.727,22.4012
2.7729,24.3188
2.8251,26.1956
2.8792,28.6433
2.9253,30.8282
2.9404,34.3621
2.9695,37.6082
2.9962,41.2363
3.0217,46.3128
3.0421,51.8534
3.0907,57.0542
3.1034,62.5754
3.1255,69.2219
3.1707,76.5871
3.1717,83.3737
3.3964,88.8985
3.6616,88.923
3.9605,88.2664
4.2283,85.6216
4.4943,81.086
5.0979,73.0131
5.8043,65.2079
6.7597,57.7686
7.6403,51.2348
8.3529,46.3589
8.8021,42.1122
9.3828,38.7421
9.8566,35.7799
10.428,32.3659
11.1567,29.1274
11.8285,26.8513
12.5816,24.2544
13.0845,21.928
13.7514,19.7153
14.3729,17.8509
15.0755,16.2606
15.5884,14.0747
16.1036,11.8216
16.7449,9.6759
17.9799,6.6412
19.0437,4.9884
19.9269,3.7157
23.2019,2.6111
25.8248,2.0297
27.081,1.5034
28.282,1.1793
29.792,0.8671
31.9258,0.6881
34.5602,0.5215
36.6992,0.369
38.9917,0.2508
39.8262,0.2056
42.1159,0.1654
44.2185,0.1362
46.8812,0.1062
