28,0.02
29,0.04
30,0.09
31,0.21
32,0.45
33,1
34,1.7
35,2.2
36,2.8
37,3.5
38,4.3
39,5.2
40,6
42,8
44,11
46,14
48,20
50,27
52,33
54,40
56,47
58,51
60,54
65,55
70,46
75,36
80,30
90,23
100,21
150,21
200,21
500,21
1000,21
