8,0.1
8.5,0.3
9,0.4
9.5,0.6
10,1
10.5,1.6
11,2.5
11.5,4
12,5.9
12.5,7.1
13,7.6
13.5,7.8
14,7.8
14.5,7.8
15,7.8
15.5,7.8
16,7.7
16.5,7.7
17,7.7
17.5,7.6
18.75,7.5
20,7.4
21.25,7.3
22.5,7.3
25,7.2
27.5,7.1
30,7
